Date_Param,Province_Name,Price
2022-08-15,Sumatera Selatan,11600.0
2022-08-15,Kepulauan Bangka Belitung,11650.0
2022-08-15,Lampung,11450.0
2022-08-15,Banten,11550.0
2022-08-15,Jawa Barat,11350.0
2022-08-15,DKI Jakarta,13450.0
2022-08-15,Jawa Tengah,11000.0
2022-08-15,DI Yogyakarta,11250.0
2022-08-15,Jawa Timur,10700.0
2022-08-15,Bali,11500.0
2022-08-15,Nusa Tenggara Barat,9500.0
2022-08-15,Nusa Tenggara Timur,11400.0
2022-08-15,Kalimantan Barat,13250.0
2022-08-15,Kalimantan Selatan,13450.0
2022-08-15,Kalimantan Tengah,14550.0
2022-08-15,Kalimantan Timur,12450.0
2022-08-15,Kalimantan Utara,13450.0
2022-08-15,Gorontalo,10950.0
2022-08-15,Sulawesi Selatan,10050.0
2022-08-15,Sulawesi Tenggara,11000.0
2022-08-15,Sulawesi Tengah,10550.0
2022-08-15,Sulawesi Utara,11450.0
2022-08-15,Sulawesi Barat,9800.0
2022-08-15,Maluku,13200.0
2022-08-15,Maluku Utara,12650.0
2022-08-15,Papua,12250.0
2022-08-15,Papua Barat,13200.0
2022-08-16,Aceh,10650.0
2022-08-16,Sumatera Utara,11300.0
2022-08-16,Sumatera Barat,13500.0
2022-08-16,Riau,12200.0
2022-08-16,Kepulauan Riau,13050.0
2022-08-16,Jambi,11900.0
2022-08-16,Bengkulu,11550.0
2022-08-16,Sumatera Selatan,11600.0
2022-08-16,Kepulauan Bangka Belitung,11650.0
2022-08-16,Lampung,11450.0
2022-08-16,Banten,11550.0
2022-08-16,Jawa Barat,11350.0
2022-08-16,DKI Jakarta,13500.0
2022-08-16,Jawa Tengah,11050.0
2022-08-16,DI Yogyakarta,11250.0
2022-08-16,Jawa Timur,10700.0
2022-08-16,Bali,11550.0
2022-08-16,Nusa Tenggara Barat,9500.0
2022-08-16,Nusa Tenggara Timur,11400.0
2022-08-16,Kalimantan Barat,13250.0
2022-08-16,Kalimantan Selatan,13450.0
2022-08-16,Kalimantan Tengah,14550.0
2022-08-16,Kalimantan Timur,12500.0
2022-08-16,Kalimantan Utara,13450.0
2022-08-16,Gorontalo,10950.0
2022-08-16,Sulawesi Selatan,10050.0
2022-08-16,Sulawesi Tenggara,11000.0
2022-08-16,Sulawesi Tengah,10550.0
2022-08-16,Sulawesi Utara,11450.0
2022-08-16,Sulawesi Barat,9800.0
2022-08-16,Maluku,13200.0
2022-08-16,Maluku Utara,12650.0
2022-08-16,Papua,12250.0
2022-08-16,Papua Barat,13200.0
2022-08-17,Aceh,11050.0
2022-08-17,Sumatera Selatan,12000.0
2022-08-17,Papua,12250.0
2022-08-18,Aceh,10650.0
2022-08-18,Sumatera Utara,11300.0
2022-08-18,Sumatera Barat,13500.0
2022-08-18,Riau,12200.0
2022-08-18,Kepulauan Riau,13050.0
2022-08-18,Jambi,11900.0
2022-08-18,Bengkulu,11550.0
2022-08-18,Sumatera Selatan,11600.0
2022-08-18,Kepulauan Bangka Belitung,11650.0
2022-08-18,Lampung,11450.0
2022-08-18,Banten,11550.0
2022-08-18,Jawa Barat,11350.0
2022-08-18,DKI Jakarta,13600.0
2022-08-18,Jawa Tengah,11100.0
2022-08-18,DI Yogyakarta,11250.0
2022-08-18,Jawa Timur,10700.0
2022-08-18,Bali,11550.0
2022-08-18,Nusa Tenggara Barat,9500.0
2022-08-18,Nusa Tenggara Timur,11400.0
2022-08-18,Kalimantan Barat,13250.0
2022-08-18,Kalimantan Selatan,13450.0
2022-08-18,Kalimantan Tengah,14550.0
2022-08-18,Kalimantan Timur,12500.0
2022-08-18,Kalimantan Utara,13450.0
2022-08-18,Gorontalo,10950.0
2022-08-18,Sulawesi Selatan,10050.0
2022-08-18,Sulawesi Tenggara,11000.0
2022-08-18,Sulawesi Tengah,10550.0
2022-08-18,Sulawesi Utara,11450.0
2022-08-18,Sulawesi Barat,9800.0
2022-08-18,Maluku,13200.0
2022-08-18,Maluku Utara,12650.0
2022-08-18,Papua,12250.0
2022-08-18,Papua Barat,13200.0
2022-08-19,Aceh,10700.0
2022-08-19,Sumatera Utara,11300.0
2022-08-19,Sumatera Barat,13500.0
2022-08-19,Riau,12200.0
2022-08-19,Kepulauan Riau,13050.0
2022-08-19,Jambi,11900.0
2022-08-19,Bengkulu,11550.0
2022-08-19,Sumatera Selatan,11600.0
2022-08-19,Kepulauan Bangka Belitung,11700.0
2022-08-19,Lampung,11450.0
2022-08-19,Banten,11550.0
2022-08-19,Jawa Barat,11350.0
2022-08-19,DKI Jakarta,13600.0
2022-08-19,Jawa Tengah,11100.0
2022-08-19,DI Yogyakarta,11250.0
2022-08-19,Jawa Timur,10700.0
2022-08-19,Bali,11550.0
2022-08-19,Nusa Tenggara Barat,9550.0
2022-08-19,Nusa Tenggara Timur,11400.0
2022-08-19,Kalimantan Barat,13250.0
2022-08-19,Kalimantan Selatan,13450.0
2022-08-19,Kalimantan Tengah,14650.0
2022-08-19,Kalimantan Timur,12500.0
2022-08-19,Kalimantan Utara,13450.0
2022-08-19,Gorontalo,10950.0
2022-08-19,Sulawesi Selatan,10050.0
2022-08-19,Sulawesi Tenggara,11000.0
2022-08-19,Sulawesi Tengah,10550.0
2022-08-19,Sulawesi Utara,11450.0
2022-08-19,Sulawesi Barat,9800.0
2022-08-19,Maluku,13200.0
2022-08-19,Maluku Utara,12650.0
2022-08-19,Papua,12250.0
2022-08-19,Papua Barat,13200.0
2022-08-22,Aceh,10700.0
2022-08-22,Sumatera Utara,11350.0
2022-08-22,Sumatera Barat,13500.0
2022-08-22,Riau,12300.0
2022-08-22,Kepulauan Riau,12850.0
2022-08-22,Jambi,11900.0
2022-08-22,Bengkulu,11550.0
2022-08-22,Sumatera Selatan,11750.0
2022-08-22,Kepulauan Bangka Belitung,11750.0
2022-08-22,Lampung,11450.0
2022-08-22,Banten,11550.0
2022-08-22,Jawa Barat,11350.0
2022-08-22,DKI Jakarta,13600.0
2022-08-22,Jawa Tengah,11100.0
2022-08-22,DI Yogyakarta,11250.0
2022-08-22,Jawa Timur,10750.0
2022-08-22,Bali,11550.0
2022-08-22,Nusa Tenggara Barat,9650.0
2022-08-22,Nusa Tenggara Timur,11400.0
2022-08-22,Kalimantan Barat,13250.0
2022-08-22,Kalimantan Selatan,13450.0
2022-08-22,Kalimantan Tengah,14650.0
2022-08-22,Kalimantan Timur,12450.0
2022-08-22,Kalimantan Utara,13450.0
2022-08-22,Gorontalo,10950.0
2022-08-22,Sulawesi Selatan,10050.0
2022-08-22,Sulawesi Tenggara,11000.0
2022-08-22,Sulawesi Tengah,10550.0
2022-08-22,Sulawesi Utara,11450.0
2022-08-22,Sulawesi Barat,9850.0
2022-08-22,Maluku,13200.0
2022-08-22,Maluku Utara,12650.0
2022-08-22,Papua,12250.0
2022-08-22,Papua Barat,13200.0
2022-08-23,Aceh,10750.0
2022-08-23,Sumatera Utara,11350.0
2022-08-23,Sumatera Barat,13550.0
2022-08-23,Riau,12300.0
2022-08-23,Kepulauan Riau,12850.0
2022-08-23,Jambi,11900.0
2022-08-23,Bengkulu,11550.0
2022-08-23,Sumatera Selatan,11750.0
2022-08-23,Kepulauan Bangka Belitung,11750.0
2022-08-23,Lampung,11450.0
2022-08-23,Banten,11600.0
2022-08-23,Jawa Barat,11350.0
2022-08-23,DKI Jakarta,13550.0
2022-08-23,Jawa Tengah,11100.0
2022-08-23,DI Yogyakarta,11250.0
2022-08-23,Jawa Timur,10750.0
2022-08-23,Bali,11550.0
2022-08-23,Nusa Tenggara Barat,9650.0
2022-08-23,Nusa Tenggara Timur,11400.0
2022-08-23,Kalimantan Barat,13250.0
2022-08-23,Kalimantan Selatan,13450.0
2022-08-23,Kalimantan Tengah,14650.0
2022-08-23,Kalimantan Timur,12450.0
2022-08-23,Kalimantan Utara,13450.0
2022-08-23,Gorontalo,10950.0
2022-08-23,Sulawesi Selatan,10050.0
2022-08-23,Sulawesi Tenggara,11000.0
2022-08-23,Sulawesi Tengah,10650.0
2022-08-23,Sulawesi Utara,11450.0
2022-08-23,Sulawesi Barat,9850.0
2022-08-23,Maluku,13200.0
2022-08-23,Maluku Utara,12650.0
2022-08-23,Papua,12250.0
2022-08-23,Papua Barat,13050.0
2022-08-24,Aceh,10750.0
2022-08-24,Sumatera Utara,11350.0
2022-08-24,Sumatera Barat,13550.0
2022-08-24,Riau,12300.0
2022-08-24,Kepulauan Riau,12850.0
2022-08-24,Jambi,11900.0
2022-08-24,Bengkulu,11550.0
2022-08-24,Sumatera Selatan,11750.0
2022-08-24,Kepulauan Bangka Belitung,11750.0
2022-08-24,Lampung,11450.0
2022-08-24,Banten,11550.0
2022-08-24,Jawa Barat,11400.0
2022-08-24,DKI Jakarta,13600.0
2022-08-24,Jawa Tengah,11100.0
2022-08-24,DI Yogyakarta,11250.0
2022-08-24,Jawa Timur,10750.0
2022-08-24,Bali,11550.0
2022-08-24,Nusa Tenggara Barat,9750.0
2022-08-24,Nusa Tenggara Timur,11400.0
2022-08-24,Kalimantan Barat,13250.0
2022-08-24,Kalimantan Selatan,13450.0
2022-08-24,Kalimantan Tengah,14650.0
2022-08-24,Kalimantan Timur,12450.0
2022-08-24,Kalimantan Utara,13450.0
2022-08-24,Gorontalo,10950.0
2022-08-24,Sulawesi Selatan,10050.0
2022-08-24,Sulawesi Tenggara,11000.0
2022-08-24,Sulawesi Tengah,10650.0
2022-08-24,Sulawesi Utara,11450.0
2022-08-24,Sulawesi Barat,9850.0
2022-08-24,Maluku,13200.0
2022-08-24,Maluku Utara,12650.0
2022-08-24,Papua,12250.0
2022-08-24,Papua Barat,13200.0
2022-08-25,Aceh,10800.0
2022-08-25,Sumatera Utara,11350.0
2022-08-25,Sumatera Barat,13600.0
2022-08-25,Riau,12600.0
2022-08-25,Kepulauan Riau,12850.0
2022-08-25,Jambi,11900.0
2022-08-25,Bengkulu,11550.0
2022-08-25,Sumatera Selatan,11750.0
2022-08-25,Kepulauan Bangka Belitung,11750.0
2022-08-25,Lampung,11450.0
2022-08-25,Banten,11550.0
2022-08-25,Jawa Barat,11400.0
2022-08-25,DKI Jakarta,13650.0
2022-08-25,Jawa Tengah,11150.0
2022-08-25,DI Yogyakarta,11250.0
2022-08-25,Jawa Timur,10750.0
2022-08-25,Bali,11550.0
2022-08-25,Nusa Tenggara Barat,9750.0
2022-08-25,Nusa Tenggara Timur,11400.0
2022-08-25,Kalimantan Barat,13250.0
2022-08-25,Kalimantan Selatan,13450.0
2022-08-25,Kalimantan Tengah,14650.0
2022-08-25,Kalimantan Timur,12500.0
2022-08-25,Kalimantan Utara,13450.0
2022-08-25,Gorontalo,10950.0
2022-08-25,Sulawesi Selatan,10050.0
2022-08-25,Sulawesi Tenggara,11000.0
2022-08-25,Sulawesi Tengah,10650.0
2022-08-25,Sulawesi Utara,11450.0
2022-08-25,Sulawesi Barat,9850.0
2022-08-25,Maluku,13200.0
2022-08-25,Maluku Utara,12650.0
2022-08-25,Papua,12250.0
2022-08-25,Papua Barat,13200.0
2022-08-26,Aceh,10800.0
2022-08-26,Sumatera Utara,11350.0
2022-08-26,Sumatera Barat,13600.0
2022-08-26,Riau,12600.0
2022-08-26,Kepulauan Riau,12850.0
2022-08-26,Jambi,12050.0
2022-08-26,Bengkulu,11550.0
2022-08-26,Sumatera Selatan,11750.0
2022-08-26,Kepulauan Bangka Belitung,11750.0
2022-08-26,Lampung,11450.0
2022-08-26,Banten,11550.0
2022-08-26,Jawa Barat,11400.0
2022-08-26,DKI Jakarta,13700.0
2022-08-26,Jawa Tengah,11150.0
2022-08-26,DI Yogyakarta,11250.0
2022-08-26,Jawa Timur,10750.0
2022-08-26,Bali,11550.0
2022-08-26,Nusa Tenggara Barat,9750.0
2022-08-26,Nusa Tenggara Timur,11400.0
2022-08-26,Kalimantan Barat,13250.0
2022-08-26,Kalimantan Selatan,13450.0
2022-08-26,Kalimantan Tengah,14750.0
2022-08-26,Kalimantan Timur,12500.0
2022-08-26,Kalimantan Utara,13450.0
2022-08-26,Gorontalo,10950.0
2022-08-26,Sulawesi Selatan,10050.0
2022-08-26,Sulawesi Tenggara,11000.0
2022-08-26,Sulawesi Tengah,10650.0
2022-08-26,Sulawesi Utara,11500.0
2022-08-26,Sulawesi Barat,9850.0
2022-08-26,Maluku,13200.0
2022-08-26,Maluku Utara,12650.0
2022-08-26,Papua,12250.0
2022-08-26,Papua Barat,13200.0
2022-08-27,Aceh,10800.0
2022-08-27,Sumatera Utara,11350.0
2022-08-27,Sumatera Barat,13600.0
2022-08-27,Riau,12600.0
2022-08-27,Kepulauan Riau,12850.0
2022-08-27,Jambi,12050.0
2022-08-27,Bengkulu,11550.0
2022-08-27,Sumatera Selatan,11750.0
2022-08-27,Kepulauan Bangka Belitung,11750.0
2022-08-27,Lampung,11450.0
2022-08-27,Banten,11550.0
2022-08-27,Jawa Barat,11400.0
2022-08-27,DKI Jakarta,13700.0
2022-08-27,Jawa Tengah,11150.0
2022-08-27,DI Yogyakarta,11250.0
2022-08-27,Jawa Timur,10750.0
2022-08-27,Bali,11550.0
2022-08-27,Nusa Tenggara Barat,9750.0
2022-08-27,Nusa Tenggara Timur,11400.0
2022-08-27,Kalimantan Barat,13250.0
2022-08-27,Kalimantan Selatan,13450.0
2022-08-27,Kalimantan Tengah,14750.0
2022-08-27,Kalimantan Timur,12500.0
2022-08-27,Kalimantan Utara,13450.0
2022-08-27,Gorontalo,10950.0
2022-08-27,Sulawesi Selatan,10050.0
2022-08-27,Sulawesi Tenggara,11000.0
2022-08-27,Sulawesi Tengah,10650.0
2022-08-27,Sulawesi Utara,11500.0
2022-08-27,Sulawesi Barat,9850.0
2022-08-27,Maluku,13200.0
2022-08-27,Maluku Utara,12650.0
2022-08-27,Papua,12250.0
2022-08-27,Papua Barat,13200.0
2022-08-28,Aceh,10800.0
2022-08-28,Sumatera Utara,11350.0
2022-08-28,Sumatera Barat,13600.0
2022-08-28,Riau,12600.0
2022-08-28,Kepulauan Riau,12850.0
2022-08-28,Jambi,12050.0
2022-08-28,Bengkulu,11550.0
2022-08-28,Sumatera Selatan,11750.0
2022-08-28,Kepulauan Bangka Belitung,11750.0
2022-08-28,Lampung,11450.0
2022-08-28,Banten,11550.0
2022-08-28,Jawa Barat,11400.0
2022-08-28,DKI Jakarta,13700.0
2022-08-28,Jawa Tengah,11150.0
2022-08-28,DI Yogyakarta,11250.0
2022-08-28,Jawa Timur,10750.0
2022-08-28,Bali,11550.0
2022-08-28,Nusa Tenggara Barat,9750.0
2022-08-28,Nusa Tenggara Timur,11400.0
2022-08-28,Kalimantan Barat,13250.0
2022-08-28,Kalimantan Selatan,13450.0
2022-08-28,Kalimantan Tengah,14750.0
2022-08-28,Kalimantan Timur,12500.0
2022-08-28,Kalimantan Utara,13450.0
2022-08-28,Gorontalo,10950.0
2022-08-28,Sulawesi Selatan,10050.0
2022-08-28,Sulawesi Tenggara,11000.0
2022-08-28,Sulawesi Tengah,10650.0
2022-08-28,Sulawesi Utara,11500.0
2022-08-28,Sulawesi Barat,9850.0
2022-08-28,Maluku,13200.0
2022-08-28,Maluku Utara,12650.0
2022-08-28,Papua,12250.0
2022-08-28,Papua Barat,13200.0
2022-08-29,Aceh,10850.0
2022-08-29,Sumatera Utara,11350.0
2022-08-29,Sumatera Barat,13150.0
2022-08-29,Riau,12600.0
2022-08-29,Kepulauan Riau,12850.0
2022-08-29,Jambi,12100.0
2022-08-29,Bengkulu,11550.0
2022-08-29,Sumatera Selatan,11550.0
2022-08-29,Kepulauan Bangka Belitung,11750.0
2022-08-29,Lampung,11450.0
2022-08-29,Banten,11550.0
2022-08-29,Jawa Barat,11400.0
2022-08-29,DKI Jakarta,13650.0
2022-08-29,Jawa Tengah,11150.0
2022-08-29,DI Yogyakarta,11250.0
2022-08-29,Jawa Timur,10750.0
2022-08-29,Bali,11550.0
2022-08-29,Nusa Tenggara Barat,9850.0
2022-08-29,Nusa Tenggara Timur,11400.0
2022-08-29,Kalimantan Barat,13250.0
2022-08-29,Kalimantan Selatan,13450.0
2022-08-29,Kalimantan Tengah,14800.0
2022-08-29,Kalimantan Timur,12550.0
2022-08-29,Kalimantan Utara,13450.0
2022-08-29,Gorontalo,10950.0
2022-08-29,Sulawesi Selatan,10050.0
2022-08-29,Sulawesi Tenggara,11000.0
2022-08-29,Sulawesi Tengah,10650.0
2022-08-29,Sulawesi Utara,11500.0
2022-08-29,Sulawesi Barat,9850.0
2022-08-29,Maluku,13200.0
2022-08-29,Maluku Utara,12650.0
2022-08-29,Papua,12250.0
2022-08-29,Papua Barat,13200.0
2022-08-30,Aceh,10850.0
2022-08-30,Sumatera Utara,11400.0
2022-08-30,Sumatera Barat,13700.0
2022-08-30,Riau,12600.0
2022-08-30,Kepulauan Riau,12850.0
2022-08-30,Jambi,12100.0
2022-08-30,Bengkulu,11550.0
2022-08-30,Sumatera Selatan,11550.0
2022-08-30,Kepulauan Bangka Belitung,11750.0
2022-08-30,Lampung,11450.0
2022-08-30,Banten,11550.0
2022-08-30,Jawa Barat,11400.0
2022-08-30,DKI Jakarta,13650.0
2022-08-30,Jawa Tengah,11200.0
2022-08-30,DI Yogyakarta,11250.0
2022-08-30,Jawa Timur,10800.0
2022-08-30,Bali,11550.0
2022-08-30,Nusa Tenggara Barat,9850.0
2022-08-30,Nusa Tenggara Timur,11400.0
2022-08-30,Kalimantan Barat,13250.0
2022-08-30,Kalimantan Selatan,13450.0
2022-08-30,Kalimantan Tengah,14800.0
2022-08-30,Kalimantan Timur,12550.0
2022-08-30,Kalimantan Utara,13450.0
2022-08-30,Gorontalo,10950.0
2022-08-30,Sulawesi Selatan,10050.0
2022-08-30,Sulawesi Tenggara,11000.0
2022-08-30,Sulawesi Tengah,10650.0
2022-08-30,Sulawesi Utara,11500.0
2022-08-30,Sulawesi Barat,9850.0
2022-08-30,Maluku,13200.0
2022-08-30,Maluku Utara,12650.0
2022-08-30,Papua,12300.0
2022-08-30,Papua Barat,13200.0
2022-08-31,Aceh,10850.0
2022-08-31,Sumatera Utara,11400.0
2022-08-31,Sumatera Barat,13700.0
2022-08-31,Riau,12600.0
2022-08-31,Kepulauan Riau,12850.0
2022-08-31,Jambi,12100.0
2022-08-31,Bengkulu,11550.0
2022-08-31,Sumatera Selatan,11550.0
2022-08-31,Kepulauan Bangka Belitung,11750.0
2022-08-31,Lampung,11450.0
2022-08-31,Banten,11550.0
2022-08-31,Jawa Barat,11400.0
2022-08-31,DKI Jakarta,13650.0
2022-08-31,Jawa Tengah,11200.0
2022-08-31,DI Yogyakarta,11250.0
2022-08-31,Jawa Timur,10800.0
2022-08-31,Bali,11550.0
2022-08-31,Nusa Tenggara Barat,9850.0
2022-08-31,Nusa Tenggara Timur,11400.0
2022-08-31,Kalimantan Barat,13250.0
2022-08-31,Kalimantan Selatan,13650.0
2022-08-31,Kalimantan Tengah,14800.0
2022-08-31,Kalimantan Timur,12550.0
2022-08-31,Kalimantan Utara,13400.0
2022-08-31,Gorontalo,10950.0
2022-08-31,Sulawesi Selatan,10050.0
2022-08-31,Sulawesi Tenggara,11000.0
2022-08-31,Sulawesi Tengah,10650.0
2022-08-31,Sulawesi Utara,11500.0
2022-08-31,Sulawesi Barat,9850.0
2022-08-31,Maluku,13200.0
2022-08-31,Maluku Utara,12650.0
2022-08-31,Papua,12300.0
2022-08-31,Papua Barat,13200.0
2022-09-01,Aceh,10850.0
2022-09-01,Sumatera Utara,11400.0
2022-09-01,Sumatera Barat,13700.0
2022-09-01,Riau,12650.0
2022-09-01,Kepulauan Riau,12850.0
2022-09-01,Jambi,12100.0
2022-09-01,Bengkulu,11550.0
2022-09-01,Sumatera Selatan,11550.0
2022-09-01,Kepulauan Bangka Belitung,11750.0
2022-09-01,Lampung,11450.0
2022-09-01,Banten,11550.0
2022-09-01,Jawa Barat,11400.0
2022-09-01,DKI Jakarta,13650.0
2022-09-01,Jawa Tengah,11200.0
2022-09-01,DI Yogyakarta,11250.0
2022-09-01,Jawa Timur,10800.0
2022-09-01,Bali,11550.0
2022-09-01,Nusa Tenggara Barat,9850.0
2022-09-01,Nusa Tenggara Timur,11400.0
2022-09-01,Kalimantan Barat,13250.0
2022-09-01,Kalimantan Selatan,13650.0
2022-09-01,Kalimantan Tengah,14800.0
2022-09-01,Kalimantan Timur,12550.0
2022-09-01,Kalimantan Utara,13400.0
2022-09-01,Gorontalo,10950.0
2022-09-01,Sulawesi Selatan,10050.0
2022-09-01,Sulawesi Tenggara,11000.0
2022-09-01,Sulawesi Tengah,10650.0
2022-09-01,Sulawesi Utara,11500.0
2022-09-01,Sulawesi Barat,9850.0
2022-09-01,Maluku,13150.0
2022-09-01,Maluku Utara,12650.0
2022-09-01,Papua,12300.0
2022-09-01,Papua Barat,13200.0
2022-09-02,Aceh,10950.0
2022-09-02,Sumatera Utara,11400.0
2022-09-02,Sumatera Barat,13700.0
2022-09-02,Riau,12750.0
2022-09-02,Kepulauan Riau,12850.0
2022-09-02,Jambi,12100.0
2022-09-02,Bengkulu,11550.0
2022-09-02,Sumatera Selatan,11550.0
2022-09-02,Kepulauan Bangka Belitung,11750.0
2022-09-02,Lampung,11450.0
2022-09-02,Banten,11550.0
2022-09-02,Jawa Barat,11400.0
2022-09-02,DKI Jakarta,13650.0
2022-09-02,Jawa Tengah,11200.0
2022-09-02,DI Yogyakarta,11250.0
2022-09-02,Jawa Timur,10800.0
2022-09-02,Bali,11550.0
2022-09-02,Nusa Tenggara Barat,9850.0
2022-09-02,Nusa Tenggara Timur,11400.0
2022-09-02,Kalimantan Barat,13250.0
2022-09-02,Kalimantan Selatan,13650.0
2022-09-02,Kalimantan Tengah,14900.0
2022-09-02,Kalimantan Timur,12550.0
2022-09-02,Kalimantan Utara,13400.0
2022-09-02,Gorontalo,10950.0
2022-09-02,Sulawesi Selatan,10050.0
2022-09-02,Sulawesi Tenggara,11000.0
2022-09-02,Sulawesi Tengah,10700.0
2022-09-02,Sulawesi Utara,11500.0
2022-09-02,Sulawesi Barat,9850.0
2022-09-02,Maluku,13150.0
2022-09-02,Maluku Utara,12650.0
2022-09-02,Papua,12300.0
2022-09-02,Papua Barat,13200.0
2022-09-03,Aceh,10950.0
2022-09-03,Sumatera Utara,11400.0
2022-09-03,Sumatera Barat,13700.0
2022-09-03,Riau,12750.0
2022-09-03,Kepulauan Riau,12850.0
2022-09-03,Jambi,12100.0
2022-09-03,Bengkulu,11550.0
2022-09-03,Sumatera Selatan,11550.0
2022-09-03,Kepulauan Bangka Belitung,11750.0
2022-09-03,Lampung,11450.0
2022-09-03,Banten,11550.0
2022-09-03,Jawa Barat,11400.0
2022-09-03,DKI Jakarta,13650.0
2022-09-03,Jawa Tengah,11200.0
2022-09-03,DI Yogyakarta,11250.0
2022-09-03,Jawa Timur,10800.0
2022-09-03,Bali,11550.0
2022-09-03,Nusa Tenggara Barat,9850.0
2022-09-03,Nusa Tenggara Timur,11400.0
2022-09-03,Kalimantan Barat,13250.0
2022-09-03,Kalimantan Selatan,13650.0
2022-09-03,Kalimantan Tengah,14900.0
2022-09-03,Kalimantan Timur,12550.0
2022-09-03,Kalimantan Utara,13400.0
2022-09-03,Gorontalo,10950.0
2022-09-03,Sulawesi Selatan,10050.0
2022-09-03,Sulawesi Tenggara,11000.0
2022-09-03,Sulawesi Tengah,10700.0
2022-09-03,Sulawesi Utara,11500.0
2022-09-03,Sulawesi Barat,9850.0
2022-09-03,Maluku,13150.0
2022-09-03,Maluku Utara,12650.0
2022-09-03,Papua,12300.0
2022-09-03,Papua Barat,13200.0
2022-09-04,Aceh,10950.0
2022-09-04,Sumatera Utara,11400.0
2022-09-04,Sumatera Barat,13700.0
2022-09-04,Riau,12750.0
2022-09-04,Kepulauan Riau,12850.0
2022-09-04,Jambi,12100.0
2022-09-04,Bengkulu,11550.0
2022-09-04,Sumatera Selatan,11550.0
2022-09-04,Kepulauan Bangka Belitung,11750.0
2022-09-04,Lampung,11450.0
2022-09-04,Banten,11550.0
2022-09-04,Jawa Barat,11400.0
2022-09-04,DKI Jakarta,13650.0
2022-09-04,Jawa Tengah,11200.0
2022-09-04,DI Yogyakarta,11250.0
2022-09-04,Jawa Timur,10800.0
2022-09-04,Bali,11550.0
2022-09-04,Nusa Tenggara Barat,9850.0
2022-09-04,Nusa Tenggara Timur,11400.0
2022-09-04,Kalimantan Barat,13250.0
2022-09-04,Kalimantan Selatan,13650.0
2022-09-04,Kalimantan Tengah,14900.0
2022-09-04,Kalimantan Timur,12550.0
2022-09-04,Kalimantan Utara,13400.0
2022-09-04,Gorontalo,10950.0
2022-09-04,Sulawesi Selatan,10050.0
2022-09-04,Sulawesi Tenggara,11000.0
2022-09-04,Sulawesi Tengah,10700.0
2022-09-04,Sulawesi Utara,11500.0
2022-09-04,Sulawesi Barat,9850.0
2022-09-04,Maluku,13150.0
2022-09-04,Maluku Utara,12650.0
2022-09-04,Papua,12300.0
2022-09-04,Papua Barat,13200.0
2022-09-05,Aceh,10950.0
2022-09-05,Sumatera Utara,11500.0
2022-09-05,Sumatera Barat,13800.0
2022-09-05,Riau,12850.0
2022-09-05,Kepulauan Riau,12850.0
2022-09-05,Jambi,12100.0
2022-09-05,Bengkulu,11600.0
2022-09-05,Sumatera Selatan,11550.0
2022-09-05,Kepulauan Bangka Belitung,11750.0
2022-09-05,Lampung,11450.0
2022-09-05,Banten,11700.0
2022-09-05,Jawa Barat,11400.0
2022-09-05,DKI Jakarta,13650.0
2022-09-05,Jawa Tengah,11200.0
2022-09-05,DI Yogyakarta,11250.0
2022-09-05,Jawa Timur,10800.0
2022-09-05,Bali,11550.0
2022-09-05,Nusa Tenggara Barat,9900.0
2022-09-05,Nusa Tenggara Timur,11400.0
2022-09-05,Kalimantan Barat,13250.0
2022-09-05,Kalimantan Selatan,13650.0
2022-09-05,Kalimantan Tengah,14900.0
2022-09-05,Kalimantan Timur,12550.0
2022-09-05,Kalimantan Utara,13400.0
2022-09-05,Gorontalo,10950.0
2022-09-05,Sulawesi Selatan,10050.0
2022-09-05,Sulawesi Tenggara,11000.0
2022-09-05,Sulawesi Tengah,10700.0
2022-09-05,Sulawesi Utara,11500.0
2022-09-05,Sulawesi Barat,9850.0
2022-09-05,Maluku,13150.0
2022-09-05,Maluku Utara,12650.0
2022-09-05,Papua,12300.0
2022-09-05,Papua Barat,13200.0
2022-09-06,Aceh,10950.0
2022-09-06,Sumatera Utara,11500.0
2022-09-06,Sumatera Barat,13800.0
2022-09-06,Riau,12850.0
2022-09-06,Kepulauan Riau,12850.0
2022-09-06,Jambi,12100.0
2022-09-06,Bengkulu,11600.0
2022-09-06,Sumatera Selatan,11600.0
2022-09-06,Kepulauan Bangka Belitung,11750.0
2022-09-06,Lampung,11450.0
2022-09-06,Banten,11700.0
2022-09-06,Jawa Barat,11400.0
2022-09-06,DKI Jakarta,12650.0
2022-09-06,Jawa Tengah,11250.0
2022-09-06,DI Yogyakarta,11250.0
2022-09-06,Jawa Timur,10800.0
2022-09-06,Bali,11550.0
2022-09-06,Nusa Tenggara Barat,9900.0
2022-09-06,Nusa Tenggara Timur,11400.0
2022-09-06,Kalimantan Barat,13250.0
2022-09-06,Kalimantan Selatan,13650.0
2022-09-06,Kalimantan Tengah,14900.0
2022-09-06,Kalimantan Timur,12550.0
2022-09-06,Kalimantan Utara,13400.0
2022-09-06,Gorontalo,10950.0
2022-09-06,Sulawesi Selatan,10050.0
2022-09-06,Sulawesi Tenggara,11000.0
2022-09-06,Sulawesi Tengah,10700.0
2022-09-06,Sulawesi Utara,11500.0
2022-09-06,Sulawesi Barat,9850.0
2022-09-06,Maluku,13150.0
2022-09-06,Maluku Utara,12650.0
2022-09-06,Papua,12300.0
2022-09-06,Papua Barat,13200.0
2022-09-07,Aceh,10950.0
